category,sku,name,price_text,product_url,image_url
Panel Light,,"Polycab Scintillate Slim Aluminium LED Panel Light 22 Wattage Square 6500K, Cool White",Rs. 1750,https://polycab.com/polycab-scintillate-slim-aluminium-led-panel-light-22-wattage-square-6500k-cool-white/c-4991/p-54439,https://cms.polycab.com/media/fn1ntk35/ldo0117007_img_01.png?format=webp
Panel Light,,"Polycab Scintillate Slim Aluminium LED Panel Light 22 Wattage Round 6500K, Cool White",Rs. 1750,https://polycab.com/polycab-scintillate-slim-aluminium-led-panel-light-22-wattage-round-6500k-cool-white/c-4991/p-54440,https://cms.polycab.com/media/coamz0ea/ldo0116007_img_01.png?format=webp
Panel Light,,"Polycab Scintillate Slim Aluminium LED Panel Light 22 Wattage Round 3000K, Warm White",Rs. 1750,https://polycab.com/polycab-scintillate-slim-aluminium-led-panel-light-22-wattage-round-3000k-warm-white/c-4991/p-54442,https://cms.polycab.com/media/zzxh2hso/ldo0116021_img_01.png?format=webp
Panel Light,,"Polycab Scintillate Slim Aluminium LED Panel Light 22 Wattage Round 4000K, Daylight/Neutral White",Rs. 1750,https://polycab.com/polycab-scintillate-slim-aluminium-led-panel-light-22-wattage-round-4000k-daylightneutral-white/c-4991/p-54443,https://cms.polycab.com/media/ex4dbi03/ldo0116014_img_01.png?format=webp
Panel Light,,"Polycab Scintillate Slim Aluminium LED Panel Light 22 Wattage Square 3000K, Warm White",Rs. 1750,https://polycab.com/polycab-scintillate-slim-aluminium-led-panel-light-22-wattage-square-3000k-warm-white/c-4991/p-54449,https://cms.polycab.com/media/my3klc1y/ldo0117021_img_01.png?format=webp
Panel Light,,"Polycab Scintillate Slim Aluminium LED Panel Light 22 Wattage Square 4000K, Daylight/Neutral White",Rs. 1750,https://polycab.com/polycab-scintillate-slim-aluminium-led-panel-light-22-wattage-square-4000k-daylightneutral-white/c-4991/p-54451,https://cms.polycab.com/media/k4adrtwe/ldo0117014_img_01.png?format=webp
Panel Light,,Polycab 3-in-1 CCT Tri-color Panel LED Light 20 Wattage Square 3-in-1 CCT,Rs. 1600,https://polycab.com/polycab-3-in-1-cct-tri-color-panel-led-light-20-wattage-square-3-in-1-cct/c-4991/p-54387,https://cms.polycab.com/media/as3jo5hz/ldo0127010_img_01.png?format=webp
Panel Light,,Polycab 3-in-1 CCT Tri-color Panel LED Light 20 Wattage Round 3-in-1 CCT,Rs. 1600,https://polycab.com/polycab-3-in-1-cct-tri-color-panel-led-light-20-wattage-round-3-in-1-cct/c-4991/p-54388,https://cms.polycab.com/media/igko3fz5/ldo0127009_img_01.png?format=webp
Panel Light,,"Polycab Scintillate PC Frameless LED Panel 24 Wattage Round 6500K, Cool White",Rs. 1500,https://polycab.com/polycab-scintillate-pc-frameless-led-panel-24-wattage-round-6500k-cool-white/c-4991/p-54318,https://cms.polycab.com/media/ch2lne5t/ldo0118012_img_01.png?format=webp
Panel Light,,"Polycab Scintillate PC Frameless LED Panel 24 Wattage Square 6500K, Cool White",Rs. 1500,https://polycab.com/polycab-scintillate-pc-frameless-led-panel-24-wattage-square-6500k-cool-white/c-4991/p-54322,https://cms.polycab.com/media/yujhwijl/ldo0118024_img_01.png?format=webp
